year,stateTerritory,ibraRegion,forest2018Status,forest2013Status,capadStatus,speciesName,occurrenceCount
1979,Victoria,Naracoorte Coastal Plain,forest,non-forest,not protected,Felis catus,1
1979,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1979,Victoria,Victorian Midlands,forest,forest,not protected,Felis catus,1
1979,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,1
1979,Victoria,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,4
1979,Victoria,Naracoorte Coastal Plain,forest,forest,not protected,Felis catus,4
1979,Victoria,Naracoorte Coastal Plain,forest,non-forest,not protected,Felis catus,2
1979,Victoria,Naracoorte Coastal Plain,non-forest,forest,PA,Felis catus,1
1979,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,1
1979,Victoria,South East Coastal Plain,non-forest,non-forest,PA,Felis catus,1
1979,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,4
1979,Victoria,South East Corner,forest,forest,PA,Felis catus,3
1979,Victoria,South East Corner,forest,forest,not protected,Felis catus,3
1979,Victoria,South East Corner,forest,non-forest,PA,Felis catus,1
1979,Victoria,South East Corner,non-forest,forest,not protected,Felis catus,4
1979,Victoria,South East Corner,non-forest,non-forest,not protected,Felis catus,2
1979,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,2
1979,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,7
1979,Victoria,South Eastern Highlands,forest,non-forest,not protected,Felis catus,1
1979,Victoria,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
1979,Victoria,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,5
1979,Victoria,Southern Volcanic Plain,forest,non-forest,not protected,Felis catus,1
1979,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,4
1979,Victoria,Victorian Midlands,forest,forest,PA,Felis catus,1
1979,Victoria,Victorian Midlands,forest,forest,not protected,Felis catus,2
1979,Victoria,Victorian Midlands,forest,non-forest,not protected,Felis catus,1
1979,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,7
1979,Victoria,Australian Alps,forest,forest,PA,Felis catus,1
1979,Victoria,South East Corner,forest,forest,PA,Felis catus,2
1979,Victoria,South East Corner,forest,forest,not protected,Felis catus,2
1979,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,1
1979,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1979,Victoria,Southern Volcanic Plain,non-forest,forest,PA,Felis catus,1
1979,Tasmania,Tasmanian Northern Midlands,non-forest,non-forest,not protected,Felis catus,1
1979,Victoria,Naracoorte Coastal Plain,forest,forest,not protected,Felis catus,1
1979,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,2
1979,Victoria,South East Corner,forest,forest,PA,Felis catus,1
1979,Victoria,South East Corner,forest,forest,not protected,Felis catus,1
1979,Victoria,South East Corner,non-forest,non-forest,not protected,Felis catus,1
1979,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1980,New South Wales,Australian Alps,non-forest,non-forest,PA,Felis catus,1
1980,New South Wales,Cobar Peneplain,forest,forest,PA,Felis catus,1
1980,New South Wales,Darling Riverine Plains,non-forest,non-forest,not protected,Felis catus,1
1980,New South Wales,NSW North Coast,forest,forest,PA,Felis catus,1
1980,New South Wales,NSW North Coast,non-forest,forest,not protected,Felis catus,1
1980,New South Wales,NSW North Coast,non-forest,non-forest,not protected,Felis catus,1
1980,New South Wales,NSW South Western Slopes,non-forest,forest,not protected,Felis catus,1
1980,New South Wales,NSW South Western Slopes,non-forest,non-forest,not protected,Felis catus,1
1980,New South Wales,New England Tablelands,forest,forest,PA,Felis catus,1
1980,New South Wales,Riverina,non-forest,non-forest,PA,Felis catus,1
1980,New South Wales,South East Corner,forest,forest,PA,Felis catus,26
1980,New South Wales,South East Corner,forest,forest,not protected,Felis catus,23
1980,New South Wales,South East Corner,forest,non-forest,not protected,Felis catus,1
1980,New South Wales,South East Corner,non-forest,forest,not protected,Felis catus,6
1980,New South Wales,South East Corner,non-forest,non-forest,not protected,Felis catus,11
1980,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,5
1980,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,8
1980,New South Wales,South Eastern Highlands,non-forest,forest,not protected,Felis catus,6
1980,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,5
1980,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,1
1980,New South Wales,Sydney Basin,forest,forest,not protected,Felis catus,1
1980,Northern Territory,Darwin Coastal,forest,forest,PA,Felis catus,3
1980,Queensland,Cape York Peninsula,forest,forest,not protected,Felis catus,4
1980,Queensland,Cape York Peninsula,forest,non-forest,not protected,Felis catus,1
1980,Queensland,South Eastern Queensland,forest,forest,not protected,Felis catus,1
1980,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,2
1980,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,1
1980,South Australia,Kanmantoo,forest,forest,PA,Felis catus,1
1980,South Australia,Kanmantoo,non-forest,non-forest,PA,Felis catus,1
1980,South Australia,Naracoorte Coastal Plain,non-forest,non-forest,not protected,Felis catus,1
1980,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,1
1980,Victoria,Southern Volcanic Plain,forest,forest,PA,Felis catus,1
1980,Victoria,Murray Darling Depression,forest,forest,not protected,Felis catus,1
1980,Victoria,Murray Darling Depression,forest,non-forest,PA,Felis catus,1
1980,Victoria,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,7
1980,Victoria,Naracoorte Coastal Plain,forest,forest,PA,Felis catus,1
1980,Victoria,Naracoorte Coastal Plain,forest,forest,not protected,Felis catus,1
1980,Victoria,Naracoorte Coastal Plain,non-forest,forest,PA,Felis catus,1
1980,Victoria,Naracoorte Coastal Plain,non-forest,non-forest,not protected,Felis catus,1
1980,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,1
1980,Victoria,South East Coastal Plain,forest,forest,not protected,Felis catus,1
1980,Victoria,South East Coastal Plain,non-forest,forest,PA,Felis catus,1
1980,Victoria,South East Coastal Plain,non-forest,forest,not protected,Felis catus,1
1980,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,4
1980,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,2
1980,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,2
1980,Victoria,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,1
1980,Victoria,Southern Volcanic Plain,forest,forest,PA,Felis catus,1
1980,Victoria,Southern Volcanic Plain,forest,forest,not protected,Felis catus,1
1980,Victoria,Southern Volcanic Plain,forest,non-forest,not protected,Felis catus,1
1980,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,2
1980,Victoria,Victorian Midlands,forest,forest,PA,Felis catus,1
1980,Victoria,Victorian Midlands,forest,non-forest,not protected,Felis catus,1
1980,Victoria,Victorian Midlands,non-forest,forest,not protected,Felis catus,1
1980,Queensland,Einasleigh Uplands,non-forest,non-forest,not protected,Felis catus,1
1980,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,1
1980,Victoria,Southern Volcanic Plain,forest,forest,PA,Felis catus,1
1980,Northern Territory,Davenport Murchison Ranges,non-forest,non-forest,not protected,Felis catus,2
1980,Northern Territory,MacDonnell Ranges,non-forest,non-forest,not protected,Felis catus,1
1980,Victoria,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,1
1980,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,2
1980,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,1
1980,Western Australia,Avon Wheatbelt,non-forest,non-forest,not protected,Felis catus,3
1981,New South Wales,NSW North Coast,forest,forest,not protected,Felis catus,2
1981,New South Wales,Riverina,non-forest,non-forest,PA,Felis catus,1
1981,New South Wales,South East Corner,forest,forest,PA,Felis catus,1
1981,New South Wales,South East Corner,non-forest,non-forest,not protected,Felis catus,1
1981,New South Wales,South Eastern Highlands,forest,forest,PA,Felis catus,2
1981,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,2
1981,New South Wales,South Eastern Highlands,non-forest,forest,not protected,Felis catus,2
1981,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,2
1981,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,1
1981,New South Wales,Sydney Basin,forest,non-forest,PA,Felis catus,3
1981,Northern Territory,Darwin Coastal,forest,forest,PA,Felis catus,3
1981,Northern Territory,Pine Creek,non-forest,non-forest,PA,Felis catus,1
1981,Northern Territory,Tanami,non-forest,non-forest,IPA,Felis catus,14
1981,Northern Territory,Tanami,non-forest,non-forest,not protected,Felis catus,14
1981,Queensland,Cape York Peninsula,forest,forest,not protected,Felis catus,7
1981,Queensland,Cape York Peninsula,non-forest,forest,not protected,Felis catus,3
1981,Queensland,Cape York Peninsula,non-forest,non-forest,not protected,Felis catus,2
1981,South Australia,Broken Hill Complex,non-forest,non-forest,not protected,Felis catus,1
1981,South Australia,Gawler,non-forest,non-forest,not protected,Felis catus,1
1981,South Australia,Murray Darling Depression,forest,non-forest,PA,Felis catus,1
1981,South Australia,Stony Plains,non-forest,non-forest,not protected,Felis catus,1
1981,Victoria,South Eastern Highlands,forest,non-forest,PA,Felis catus,1
1981,Victoria,Murray Darling Depression,forest,forest,PA,Felis catus,1
1981,Victoria,Murray Darling Depression,forest,forest,not protected,Felis catus,1
1981,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,1
1981,Victoria,South East Coastal Plain,forest,forest,not protected,Felis catus,1
1981,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,1
1981,Victoria,South East Coastal Plain,non-forest,forest,not protected,Felis catus,1
1981,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,3
1981,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,3
1981,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,4
1981,Victoria,South Eastern Highlands,forest,non-forest,not protected,Felis catus,1
1981,Victoria,South Eastern Highlands,non-forest,forest,not protected,Felis catus,1
1981,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,2
1981,Victoria,Victorian Midlands,non-forest,non-forest,not protected,Felis catus,2
1981,Queensland,South Eastern Queensland,forest,forest,PA,Felis catus,2
1981,Queensland,South Eastern Queensland,non-forest,non-forest,not protected,Felis catus,1
1981,Victoria,South East Coastal Plain,forest,non-forest,not protected,Felis catus,1
1981,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1981,New South Wales,Sydney Basin,non-forest,forest,not protected,Felis catus,1
1981,Tasmania,Tasmanian Northern Slopes,non-forest,non-forest,not protected,Felis catus,1
1981,Victoria,Furneaux,non-forest,forest,PA,Felis catus,1
1981,Victoria,Murray Darling Depression,forest,forest,PA,Felis catus,3
1981,Victoria,Murray Darling Depression,forest,non-forest,PA,Felis catus,8
1981,Victoria,Murray Darling Depression,non-forest,forest,PA,Felis catus,3
1981,Victoria,Murray Darling Depression,non-forest,non-forest,PA,Felis catus,3
1981,Victoria,Murray Darling Depression,non-forest,non-forest,not protected,Felis catus,10
1981,Victoria,NSW South Western Slopes,forest,forest,PA,Felis catus,1
1981,Victoria,Riverina,non-forest,non-forest,not protected,Felis catus,2
1981,Victoria,South East Coastal Plain,forest,forest,PA,Felis catus,1
1981,Victoria,South East Coastal Plain,non-forest,non-forest,not protected,Felis catus,10
1981,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,1
1981,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1981,Victoria,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,14
1981,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,5
1982,New South Wales,Brigalow Belt South,forest,forest,not protected,Felis catus,3
1982,New South Wales,Broken Hill Complex,non-forest,non-forest,not protected,Felis catus,1
1982,New South Wales,South East Corner,forest,forest,not protected,Felis catus,1
1982,New South Wales,South East Corner,forest,non-forest,PA,Felis catus,1
1982,New South Wales,South East Corner,non-forest,non-forest,not protected,Felis catus,1
1982,New South Wales,South Eastern Highlands,forest,forest,not protected,Felis catus,2
1982,New South Wales,South Eastern Highlands,non-forest,non-forest,not protected,Felis catus,1
1982,New South Wales,South Eastern Queensland,forest,forest,not protected,Felis catus,1
1982,New South Wales,Sydney Basin,forest,forest,PA,Felis catus,2
1982,New South Wales,Sydney Basin,forest,non-forest,PA,Felis catus,2
1982,New South Wales,Sydney Basin,non-forest,forest,not protected,Felis catus,1
1982,New South Wales,Sydney Basin,non-forest,non-forest,not protected,Felis catus,1
1982,Northern Territory,Darwin Coastal,forest,forest,PA,Felis catus,1
1982,Northern Territory,Gulf Coastal,non-forest,forest,PA,Felis catus,1
1982,Northern Territory,Sturt Plateau,forest,non-forest,not protected,Felis catus,1
1982,Northern Territory,Sturt Plateau,non-forest,non-forest,IPA,Felis catus,1
1982,Northern Territory,Sturt Plateau,non-forest,non-forest,not protected,Felis catus,6
1982,Northern Territory,Tanami,non-forest,non-forest,IPA,Felis catus,41
1982,Northern Territory,Tanami,non-forest,non-forest,not protected,Felis catus,12
1982,Queensland,Wet Tropics,forest,forest,not protected,Felis catus,1
1982,South Australia,Flinders Lofty Block,non-forest,non-forest,not protected,Felis catus,1
1982,South Australia,Naracoorte Coastal Plain,non-forest,forest,PA,Felis catus,1
1982,South Australia,Naracoorte Coastal Plain,non-forest,non-forest,not protected,Felis catus,1
1982,South Australia,Stony Plains,non-forest,non-forest,not protected,Felis catus,1
1982,Victoria,South Eastern Highlands,forest,forest,PA,Felis catus,2
1982,Victoria,South Eastern Highlands,forest,forest,not protected,Felis catus,1
1982,Victoria,Southern Volcanic Plain,non-forest,non-forest,not protected,Felis catus,1
1982,Victoria,Victorian Midlands,non-forest,forest,not protected,Felis catus,1
1982,Victoria,Australian Alps,forest,forest,PA,Felis catus,1
